product_name_c_1,product_name_c_2,name_similarity,seller_website_c_1,seller_website_c_2,url_similarity,description_c_1,description_c_2,description_similarity,product_category_c_1,product_category_c_2,category_similarity
mailgen,mailget,85.71428571428572,github.com/eladnava/mailgen,,,"a node.js package that generates clean, responsive html e-mails for sending transactional mail.",,,email client,email marketing platforms,32.432432432432435
mailing manager,mailingmanager,96.55172413793103,,mailingmanager.co.uk,,,reliable cloud-based smtp service. the highest deliverability and detailed analytics of the e-mail messages sent from your system or application.,,email marketing platforms,email marketing software,73.46938775510203
mailit,maillift,85.71428571428572,github.com/dthree/mailit,,,mailit is a drop-in microservice for sending emails over a rest api.,,,email tracking,sales force automation,33.333333333333336
mailsdaddy nsf to pst converter,mailsdaddy ost to pst converter,93.5483870967742,,,,,,,email converter,email converter,100.0
mailsdaddy ost to office 365 migration,mailsdaddy pst to office 365 migration,97.36842105263158,,,,,,,email management,email converter,32.25806451612904
mailsite,mailster,87.5,,brandt-oss.com,,,the flexible mailing list solution for joomla,,hosted email,email marketing software,50.0
mailtrack,mailtracker,90.0,,,,,,,email tracking,email tracking,100.0
manageup,managewp,87.5,manageupprm.com,,,a comprehensive management platform that empowers and engages your team starting with effective team communication,,,"project, portfolio & program management software",backup and recovery,29.850746268656714
manhattan associates,manhattan associates wms,90.9090909090909,,,,,,,supply chain management,warehouse management system,52.0
manhattan associates distributed order management,manhattan associates enterprise order management,86.5979381443299,,,,,,,order management,order management,100.0
mantis,mantisbt,85.71428571428572,mantisbt.org,,,it is a free web-based bug tracking system. it provides a delicate balance between simplicity and power. users are able to get started in minutes and start managing their projects while collaborating with their teammates and clients effectively.,,,bug and issue tracking,project collaboration,27.906976744186053
marconi oms 1200,marconi oms 1400,93.75,,,,,,,networking hardware,networking hardware,100.0
marconi oms 1200,marconi oms 1600,93.75,,,,,,,networking hardware,networking hardware,100.0
marconi oms 1400,marconi oms 1600,93.75,,,,,,,networking hardware,networking hardware,100.0
maritz,maritzcx,85.71428571428572,,,,,,,sales management,online survey,34.48275862068966
marketjoy,marketo,87.5,,marketo.com,,,"marketing automation, social campaigns, inbound marketing, sales apps, roi reporting - all in one place.",,lead capture,marketing automation platforms,33.333333333333336
marketplacecx,marketplacer,88.0,marketplacecx.com,,,"marketplacecx helps with purchasing managers save time and money while reducing risk. marketplacecx has an adaptable e-commerce / e-procurement platform allows to you create your own ideal buying environment that works according to your precise requirements, processes, and workflows",,,e-commerce software,ecommerce platform,64.86486486486487
marketplacer,marketplaceworks,85.71428571428572,,marketplaceworks.com,,,"marketplaceworks simplifies listing and selling products, streamlines order processing, and tracks inventory and sales across multiple sales channels. includes multi-channel inventory and order management (amazon, shopify, ebay, reverb etc.); warehouse fulfillment routing from any sales channel (fba, logistics plus); distributor integration and drop shipment support (m&m, hal leonard, starin, gator); quickbooks online and desktop/enterprise integration.",,ecommerce platform,e-commerce software,64.86486486486487
marqeta,marqtai,85.71428571428572,,gysho.com,,,marqtai uses advanced ai agents to automate market research based on your input. we take your parameters to collect vast amounts of data online and analyse that to create an accurate a succinct view of your market. the marqtai assistant allows you to apply that knowledge pragmatically to accelerate your marketing.,,payments processing,market intelligence software,25.531914893617024
mastera,mastercam,87.5,mastera.io,,,"the ultimate all in one platform to run and scale your teaching, coaching and training business. we are on a mission to redefine the way online knowledge is experienced and distributed.",,,education software,cad software,73.33333333333334
matter,matterly,85.71428571428572,matterapp.com,,,"matter transforms your culture by bringing employee recognition, celebrations, and rewards together - all inside slack or microsoft teams.",,,internal communications software,legal vertical software,43.63636363636364
mavo,mavro,88.88888888888889,mavo.io,,,mavo helps you turn your static html into reactive web applications without a single line of programming code.,,,cross platform app dev tools,document management,25.531914893617024
mblox,mbox,88.88888888888889,,cachematrix.com,,,"our turnkey, individual bank-branded solution allows our clients to stay ahead of the competition by providing the best liquidity management platform available.",,push notifications,accounting & finance software,38.297872340425535
mcafee secure,mcafee securemail,86.66666666666667,,,,,,,other security,email security,71.42857142857143
mcgraw-hill connect,mcgraw-hill connect lms,90.47619047619048,mheducation.com,,,mcgraw-hill connect is a digital teaching and learning environment that saves students and instructors time while improving performance over a variety of critical outcomes.,new paths to learning. we're here to support you wherever learning happens. because learning changes everything.,38.732394366197184,education software,learning management systems,35.55555555555555
medianest,medianet,94.11764705882352,medianest.com.au,medianet.com.au,96.7741935483871,"medianest represent a number of out-of-home media products nationally; selling media and managing, coordinating & reporting on projects for advertising agencies and direct clients, locally and interstate.","turn your stories into headlines. send eye-catching press releases, find relevant journalists and track the success of your campaign with australia's top pr platform.",38.37837837837837,video cms software,public relations (pr) software,45.833333333333336
mednext,mednext+,93.33333333333333,munichre.com,,,"specialized software for the international health insurers business with back-office functionality, bi, and mobile applications.",,,financial services software,claims processing,36.36363636363637
medorion,medrio,85.71428571428572,medorion.com,,,our saas platform includes a comprehensive library of tools and recommendation models that allow health plans to understand and respond to members' needs based on their health behaviors. this is how to persuade populations at scale and across a myriad of applications.,,,health care software,electronic health records (ehr),47.05882352941176
meetingplay,meetingplaza,86.95652173913044,,ntt-tx.co.jp,,,meetingplaza is a cloud-based software video conferencing and collaboration platform.,,event marketing and management,video conferencing software,38.59649122807017
meg,mega,85.71428571428572,megsupporttools.com,,,meg’s easy-to-use quality management system has everything frontline workers need to make the patient journey better and safer,,,health care software,technology design and architecture,33.333333333333336
mentoro,mentorpos,87.5,mymentoro.com,,,our goal is simple. mentoro seeks to spread financial literacy in the workplace by providing experienced financial educators. we create custom programs tailored to company need that ease financial stress and equip employees to plan for their future. we place an emphasis on supporting our partners by driving positive participant results.,,,financial wellness software,pos systems,26.315789473684216
mentorpos,mentorpro,88.88888888888889,,mentorpro.com,,,"mentorpro is an elegant, intuitive, all-in-one college student success platform.",,pos systems,education software,34.48275862068966
meraki mr series,meraki ms series,93.75,,,,,,,network administration and management,network administration and management,100.0
meraki mr series,meraki mx series,93.75,,,,,,,network administration and management,network administration and management,100.0
meraki ms series,meraki mx series,93.75,,,,,,,network administration and management,network administration and management,100.0
mercado eletrnico,mercado eletrônico,97.14285714285714,,newinstprod.me.com.br,,,mercado eletrônico provides e-commerce solutions that combine specialized technologies and services for procurement and logistics departments. mercado eletrnico solutions are designed to help companies of all sizes in multiple segments increase operational effectiveness and transparent business transactions.,,procurement and purchasing,procurement software,56.52173913043479
metrilo,metrio,92.3076923076923,,,,,,,ecommerce analytics,"governance, risk and compliance",43.99999999999999
metrixa,metrixlab,87.5,,,,,,,web analytics,audience insights,26.66666666666667
micro focus arcsight esm,micro focus arcsight express,88.46153846153845,,,,,,,security information and event management (siem),security information and event management (siem),100.0
micro focus codar,micro focus comparex,86.48648648648648,,,,,,,build and deployment automation,other dev tools,26.086956521739136
micro focus operations agent,micro focus operations bridge,87.71929824561404,,,,,,,network monitoring,"it, server and network monitoring",70.58823529411764
microsoft app-v,microsoft atp,85.71428571428572,,docs.microsoft.com/en-us/office365/servicedescriptions/office-365-advanced-threat-protection-service-description,,,"it is a cloud-based email filtering service that helps protect your organization against unknown malware and viruses by providing robust zero-day protection, and includes features to safeguard your organization from harmful links in real time.",,stream processing,email verification,28.57142857142857
microsoft azure app service,microsoft azure bot service,85.18518518518519,,,,,,,web and application servers,web and application servers,100.0
microsoft azure dns,microsoft azure dns zones,86.36363636363636,,,,,,,domain name services,domain name services,100.0
microsoft azure iot,microsoft azure iot edge,88.37209302325581,,,,,,,iot platform,iot platform,100.0
microsoft azure iot,microsoft azure iot hub,90.47619047619048,,,,,,,iot platform,iot platform,100.0
microsoft azure iot edge,microsoft azure iot hub,85.1063829787234,,,,,,,iot platform,iot platform,100.0
microsoft dynamics 365,microsoft dynamics 365 crm,91.66666666666666,microsoft.com/en-us/dynamics365/what-is-crm,,,"it focuses mainly on sales, marketing, and service sectors, but microsoft has been marketing it as a crm platform and has been encouraging partners to use its proprietary framework to customize it.",,,crm platforms,crm platforms,100.0
microsoft dynamics 365 finance,microsoft dynamics 365 for financials,86.56716417910448,,,,,,,enterprise resource planning (erp),small business accounting,27.118644067796616
microsoft dynamics 365 guides,microsoft dynamics 365 hr,85.18518518518519,,,,,,,user guides and help documentation software,hrms,12.765957446808507
microsoft dynamics 365 retail,microsoft dynamics 365 sales,87.71929824561404,,,,,,,retail tech,crm platforms,25.0
microsoft dynamics 365 retail,microsoft dynamics 365 talent,89.65517241379311,,,,,,,retail tech,workforce management,25.806451612903224
microsoft dynamics 365 sales,microsoft dynamics 365 talent,91.22807017543859,,,,,,,crm platforms,workforce management,36.36363636363637
microsoft dynamics ax,microsoft dynamics crm,88.37209302325581,,,,,,,enterprise resource planning (erp),crm platforms,29.78723404255319
microsoft dynamics crm,microsoft dynamics crm 2011,89.79591836734694,,,,,,,crm platforms,crm platforms,100.0
microsoft dynamics crm,microsoft dynamics crm 3.0,91.66666666666666,,,,,,,crm platforms,crm platforms,100.0
microsoft dynamics crm,microsoft dynamics crm 4.0,91.66666666666666,,,,,,,crm platforms,crm platforms,100.0
microsoft dynamics crm 2011,microsoft dynamics crm 3.0,90.56603773584906,,,,,,,crm platforms,crm platforms,100.0
microsoft dynamics crm 2011,microsoft dynamics crm 4.0,90.56603773584906,,,,,,,crm platforms,crm platforms,100.0
microsoft dynamics crm 3.0,microsoft dynamics crm 4.0,96.15384615384616,,,,,,,crm platforms,crm platforms,100.0
microsoft dynamics erp,microsoft dynamics f&o,86.36363636363636,,,,,,,enterprise resource planning (erp),enterprise resource planning (erp),100.0
microsoft dynamics erp,microsoft dynamics gp,93.02325581395348,,,,,,,enterprise resource planning (erp),accounting,22.72727272727273
microsoft dynamics f&o,microsoft dynamics gp,88.37209302325581,,,,,,,enterprise resource planning (erp),accounting,22.72727272727273
microsoft dynamics gp,microsoft dynamics sl,85.71428571428572,,,,,,,accounting,accounting,100.0
microsoft dynamics nav,microsoft dynamics rms,86.36363636363636,,,,,,,financial reporting,retail tech,33.333333333333336
microsoft dynamics nav,microsoft dynamics sl,88.37209302325581,,,,,,,financial reporting,accounting,48.275862068965516
microsoft dynamics rms,microsoft dynamics sl,93.02325581395348,,,,,,,retail tech,accounting,19.047619047619047
microsoft fast design,microsoft fast esp,87.17948717948718,fast.design/docs/introduction,,,"it is a collection of javascript packages centered around web standards, designed to help you efficiently tackle some of the most common challenges in website and application design and development.",,,frontend framework,site search,34.48275862068966
microsoft office 2013,microsoft office 365,87.8048780487805,,products.office.com/en/business/office,,,enterprise-class set of productivity tools and cloud-based email,,office suites,productivity,31.999999999999996
microsoft office 365,microsoft office 365 e3,93.02325581395348,products.office.com/en/business/office,,,enterprise-class set of productivity tools and cloud-based email,,,productivity,office suites,31.999999999999996
microsoft office 365,microsoft office 365 e5,93.02325581395348,products.office.com/en/business/office,,,enterprise-class set of productivity tools and cloud-based email,,,productivity,office suites,31.999999999999996
microsoft office 365 e3,microsoft office 365 e5,95.65217391304348,,,,,,,office suites,office suites,100.0
microsoft power bi,microsoft power fx,88.88888888888889,,github.com/microsoft/Power-Fx,,,"it is a low-code general purpose programming language based on spreadsheet-like formulas. it is a strongly typed, declarative, and functional language, with imperative logic and state management available as needed.",,data visualization,languages,22.22222222222222
microsoft sql server 2000,microsoft sql server 2005,96.0,,,,,,,database,database,100.0
microsoft sql server 2000,microsoft sql server 2008,96.0,,,,,,,database,database,100.0
microsoft sql server 2000,microsoft sql server 2012,92.0,,,,,,,database,database,100.0
microsoft sql server 2000,microsoft sql server 2014,92.0,,,,,,,database,database,100.0
microsoft sql server 2005,microsoft sql server 2008,96.0,,,,,,,database,database,100.0
microsoft sql server 2005,microsoft sql server 2012,92.0,,,,,,,database,database,100.0
microsoft sql server 2005,microsoft sql server 2014,92.0,,,,,,,database,database,100.0
microsoft sql server 2008,microsoft sql server 2012,92.0,,,,,,,database,database,100.0
microsoft sql server 2008,microsoft sql server 2014,92.0,,,,,,,database,database,100.0
microsoft sql server 2012,microsoft sql server 2014,96.0,,,,,,,database,database,100.0
microsoft sql server integration services,microsoft sql server integration services to alation,88.17204301075269,,information-asset.com,,,"shows the lineage between table to file, file to table and table to table of microsoft sql server integration services jobs in alation.",,data management and storage,aws marketplace software,43.13725490196079
microsoft sql server reporting service,microsoft sql server reporting services,98.7012987012987,,msdn.microsoft.com/en-us/library/ms159106.aspx,,,"it provides a set of on-premises tools and services that create, deploy, and manage mobile and paginated reports. it delivers the right information to the right users.",,reporting,business intelligence (bi),22.857142857142854
microsoft system center data protection manager,microsoft system center operations manager,85.39325842696628,,,,,,,data protection,data center management,37.83783783783784
microsoft windows 7,microsoft windows 8,94.73684210526316,,,,,,,server and desktop os,server and desktop os,100.0
microsoft windows 7,microsoft windows os,87.17948717948718,,,,,,,server and desktop os,server and desktop os,100.0
microsoft windows 8,microsoft windows os,87.17948717948718,,,,,,,server and desktop os,server and desktop os,100.0
microsoft windows os,microsoft windows phone,88.37209302325581,,,,,,,server and desktop os,server and desktop os,100.0
microsoft windows os,microsoft windows server,86.36363636363636,,,,,,,server and desktop os,server and desktop os,100.0
microsoft windows server,microsoft windows server 2019,90.56603773584906,,,,,,,server and desktop os,server and desktop os,100.0
microsoft windows server,microsoft windows server 2022,90.56603773584906,,,,,,,server and desktop os,server and desktop os,100.0
microsoft windows server 2019,microsoft windows server 2022,93.10344827586206,,,,,,,server and desktop os,server and desktop os,100.0
midax,midaxo,90.9090909090909,,midaxo.com,,,"midaxo is a collaborative end-to-end m&a software platform that supports all aspects of pipeline management, due diligence, and post-merger integration.",,payments processing,financial services software,34.78260869565217
minerva,minervaai,87.5,mphrx.com,,,"mphrx’s minerva is an enterprise-level smart on fhir digital healthcare platform, engineered to aggregate data from disparate it systems to build a unified longitudinal patient health record. minerva’s capabilities are configurable to deliver scalable digital transformation through dedicated cloud deployments. the platform is deployed in over 20 countries and manages over three-hundred million patient records. minerva has enabled large health systems to aggregate healthcare data and orchestrate workflows across complex and diverse technology environments using a unique vendor-neutral approach. the platform complies with hipaa, gdpr, and other global data protection acts",,,health care software,auditing and compliance,37.2093023255814
minicom,minicrm,85.71428571428572,debian.org,,,minicom is a serial communication program,,,terminal emulator software,crm platforms,35.89743589743589
mirs,mis,85.71428571428572,,accutech-mis.com,,,accu-tech provides management information systems designed for small to medium sized business doing distribution and light assembly.,,auditing and compliance,other office software,27.27272727272727
mobidea,mobideo,85.71428571428572,,mobideo.com,,,"the company’s flagship product, mobideosto, is a dsto (digital shutdown, turnaround, outage) operating system that establishes a fundamentally different way for turnaround groups to manage the full sto lifecycle. built on experience in over $3 billion of sto projects in the refining, chemical and power industries, it directly addresses the dynamic and complex nature of stos and dramatically improves manageability of the key factors that determine sto success – scope, cost, schedule, quality, and ehs.",,affiliate marketing,asset management software,31.818181818181824
mobilecore,mobileforce,85.71428571428572,,,,,,,mobile advertising,mobile analytics,64.70588235294117
mobilemonkey,mobileone,85.71428571428572,,mobileone.com.my,,,"in a competitive market, all market interactions with the consumers represent opportunities to gain competitive advantage with better market information. thus, promoters who interact with consumers face-to-face is a great source of insights. with the right tool for promoter management, organisations will be able to connect with the target consumers.",,live chat,field service management software,23.809523809523814
mobli,moblin,90.9090909090909,mobli.io,,,"mobility done right. we provide you with modular, cost-effective, and sustainable mobility management solutions for any mode of travel and any fleet size. mobli helps you manage your entire mobility ecosystem easily and in one place, with professional support as you need it.",,,public sector software,mobile app marketing,33.333333333333336
mona,monae,88.88888888888889,monalabs.io,,,"with mona, you gain complete transparency into how your data and models behave in the real world.",,,mlops platforms,billing and invoicing,16.666666666666664
monex,monexa,90.9090909090909,monexfs.com,,,"the leading global provider of dynamic currency conversion (dcc) by transaction volume complemented by customized treasury management solutions. operating from headquarters in kerry, ireland, monex annually process transactions from 50 countries valued in excess of eur42billion.",,,accounting & finance software,billing and invoicing,36.0
money transfer software,money tree software,85.71428571428572,webcomsystems.com.au,,,use the fully regulated platform to transfer money safely. run our software from any browser to send the fund to your beneficiary.,,,accounting & finance software,other finance and accounting,77.19298245614034
monita,monitae,92.3076923076923,getmonita.io,,,monita is an enterprise data quality platform making tag monitoring and auditing easy.,,,tag management systems,performance management,63.63636363636363
monitae,monite,92.3076923076923,,monite.com,,,"connect all your bank accounts, run invoicing, expenses, and payments in one place. monite auto-maps everything for accounting + datev export & tax accountant access.",,performance management,payment software,47.36842105263158
monite,monitise,85.71428571428572,monite.com,,,"connect all your bank accounts, run invoicing, expenses, and payments in one place. monite auto-maps everything for accounting + datev export & tax accountant access.",,,payment software,payments processing,57.14285714285714
monitis,monitise,93.33333333333333,monitis.com,,,"monitor and manage your websites, servers, networks, cloud systems & applications for performance and reliability. get your monitis 15 day free trial now!",,,application performance monitoring,payments processing,41.509433962264154
moolahmore,moolamore,94.73684210526316,moolahmore.com,moolamore.com,96.2962962962963,"it is an accounting application that collects real-time cash flow transaction data to aid in analysis, management, and projection. it is a cash flow forecasting tool that assists you in predicting, estimating, or forecasting the future financial position of your company. it forecasts how much money will come into the business and how much money will leave over a specified time period.","moolamore is an innovative accounting application that offers real-time transaction data analysis, management, and projection. with our cash flow forecasting tool, you can predict and estimate your company's future financial position. by estimating how much money will be coming in and going out of your business over a set period of time, you can take control of your cash flow and make informed financial decisions.",72.636815920398,accounting,accounting & finance software,51.28205128205128
mooose,moose,90.9090909090909,,moosetechnology.org,,,moose is a platform for software and data analysis. it helps programmers craft custom analyses cheaply. it's based on pharo and it's open source under bsd/mit. install,,campaign management,devsecops software,27.027027027027028
mybb,mybib,88.88888888888889,,mybib.com,,,"automatically create bibliographies, references, and citations in apa, mla, chicago, harvard, and over 8000 more styles with a totally free and no-ads citation",,forums and forum software,education software,55.81395348837209
mybizmailer,mybizzmail,85.71428571428572,mybizmailer.com,,,affordable and easy to use email marketing built for start-ups to large corporations.,,,email marketing software,newsletter marketing,59.09090909090908
naked biome,naked lime,85.71428571428572,nakedbiome.com,,,naked biomedrug discovery platform uses next-generation sequencing to profile healthy and diseased skin to identify unique microbial signatures that naturally aid in the defense against acne.,,,life sciences software,other automobile tech,32.55813953488372
naviga,navigate,85.71428571428572,,navigatewell.com,,,"navigate is an employee engagement technology company helping organizations create more health and happiness in the employees, clients, and communities they serve.",,web content management,talent management software,54.16666666666667
nchain,nchan,90.9090909090909,,nchan.io,,,"it is built as a module for the nginx web server. it can be configured as a standalone server, or as a shim between your application and hundreds, thousands, or millions of live subscribers. it can buffer messages in memory, on-disk, or via redis.",,cryptographic key management,backend-as-a-service,33.333333333333336
netapp aff a300,netapp aff a700,93.33333333333333,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas series,netapp fas3100 series,89.47368421052632,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas2000,netapp fas2200,92.85714285714286,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas2000,netapp fas3000,92.85714285714286,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas2000,netapp fas3200,92.85714285714286,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas2000,netapp fas6000,92.85714285714286,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas2200,netapp fas3000,85.71428571428572,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas2200,netapp fas3200,92.85714285714286,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas2200,netapp fas6000,85.71428571428572,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas2200,netapp fas6200,92.85714285714286,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas3000,netapp fas3200,92.85714285714286,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas3000,netapp fas6000,92.85714285714286,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas3000,netapp fas6200,85.71428571428572,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas3000,netapp fas8000,92.85714285714286,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas3200,netapp fas6000,85.71428571428572,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas3200,netapp fas6200,92.85714285714286,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas3200,netapp fas8000,85.71428571428572,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas3200,netapp fas9000,85.71428571428572,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas6000,netapp fas6200,92.85714285714286,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas6000,netapp fas8000,92.85714285714286,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas6000,netapp fas9000,92.85714285714286,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas6200,netapp fas8000,85.71428571428572,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas6200,netapp fas9000,85.71428571428572,,,,,,,enterprise data storage,enterprise data storage,100.0
netapp fas8000,netapp fas9000,92.85714285714286,,,,,,,enterprise data storage,enterprise data storage,100.0
netref,netrefer,85.71428571428572,net-ref.com,,,netref allows users to personalize internet access and manage student devices.,,,education software,marketing performance management,36.0
netsuite suitecloud,netsuite suiteflow,86.48648648648648,,,,,,,business process management (bpm),software development services,38.70967741935484
netsuite suiteflex,netsuite suiteflow,88.88888888888889,,,,,,,software development services,software development services,100.0
networx,netwrix,85.71428571428572,recruitment.software,,,designed specifically for in-house recruitment teams. we offer market leading recruitment software and unrivalled recruitment services that are proven to help improve recruitment efficiency.,,,recruiting software,data security and dlp,25.0
new relic aws monitoring,new relic azure monitoring,88.0,,,,,,,infrastructure monitoring,infrastructure monitoring,100.0
new relic aws monitoring,new relic browser monitoring,88.46153846153845,,,,,,,infrastructure monitoring,application performance monitoring,47.45762711864406
new relic azure monitoring,new relic browser monitoring,85.18518518518519,,,,,,,infrastructure monitoring,application performance monitoring,47.45762711864406
newsletter,newsletter2go,86.95652173913044,newsletter.com.au,,,"newsletter includes everything you need to create, send and track professional html emails. developed by marketing experts, newsletter is fully-featured email marketing software that's easy, effective and affordable.",,,email marketing software,email marketing platforms,73.46938775510203
newsware,newswire,87.5,,accessnewswire.com,,,newswire is an online press release distribution platform that helps businesses increase online visibility and web presence.,,newsletter marketing,public relations (pr) software,36.0
newton erp software,newton software,88.23529411764706,nippondata.com,,,"newton erp, the flagship product from nippon data, addresses the information management needs of enterprises operating in diverse business segments ranging from a single-location, single-product operations to multi-location, multi-product, multi-factory, multi-division operations. newton is able to integrate every single part of your business under one roof, so that sales & distribution, customer service, manufacturing and finance, all work in unison. its about being efficient and about growing. it's about gaining a competitive edge. newton gets you there in an affordable way.",,,erp systems,recruitment,36.36363636363637
nexj crm,nexl crm,87.5,nexj.com,,,"an innovative provider of next generation enterprise customer relationship management (crm) solutions for financial services, insurance, and healthcare.",,,financial services software,legal vertical software,43.99999999999999
niftio,niftyiso,85.71428571428572,,niftysol.com,,,"niftyiso 9001 audit software streamlines quality management, ensuring compliance, efficiency, and consistency across your organization. accessible on the web, mobile, and tablets, it empowers you to improve quality from anywhere, enhancing operations whether in-office or remote.",,presentation,audit management software,27.027027027027028
nira,nirah,88.88888888888889,nirafinance.com,,,nira is a finance company whose mission is to bring access to credit to millions of underserved indians.,"nirah is a state-of-the-art digital learning management system (lms) built specifically for the healthcare industry. we mainly work with community pharmacy, gp practices and health retailers.",41.355932203389834,financial services software,learning management systems,40.74074074074075
nis,nisc,85.71428571428572,,,,,,,insurance administration and management,telecom vertical software,31.25
nomadia,nomadis,85.71428571428572,,nomadis.co,,,"travel management system (tms) is a software application offering a solution to streamline business processes for high-volume travel for mining, oil and gas, healthcare, public sector organizations, corporations in remote areas.",,field service management,workforce management software,60.37735849056604
nortel 8300,nortel 8600,90.9090909090909,,,,,,,networking hardware,networking hardware,100.0
notifi,notifier,85.71428571428572,getnotifi.com,,,"meet notifi, a modern field services management platform for service businesses. imagine a platform that takes the hassle out of growing and managing your business. notifi comes inbuilt with salescrm, voip, workflow automation to make it flawless for you to expand your business. salescrm: notifi is a modern field management software designed to scale your service business. it combines robust communication tools, including email, built-in voip, and sms capabilities, allowing you to manage all your customer interactions from one platform. notifi's integrated sales crm helps you manage leads, automate follow-ups, and ensure no opportunities are missed. field services management: notifi helps businesses improve operational efficiency, enhance customer satisfaction, and reduce costs through streamlined processes. notifi helps with job costing, estimating, scheduling, dispatching, invoicing, inventory management and crew tracking, it also supports customer communication via text and provides real-time updates on technician status, similar to uber or doordash trackers. automation: with notifi, businesses can create automated workflows for emails, calls, tasks, and sms, enhancing productivity by automating repetitive tasks. advanced reporting notifi's advanced reporting tools provide businesses with deep insights into their operations. customizable dashboards and detailed analytics enable users to monitor key performance indicators such as revenue, customer engagement, and job completion rates. by visualizing data in various formats, notifi helps businesses make informed decisions, optimize processes, and drive growth. whether analyzing sales pipelines or technician performance, notifi ensures that all critical data is accessible and actionable. customization notifi offers extensive customization options to tailor the platform to your specific business needs. users can customize fields, forms, and workflows to match their unique processes. this flexibility allows for a personalized experience that aligns with operational requirements. notifi also supports integrations with various third-party applications, enabling seamless data synchronization. with its customizable interface and features, notifi adapts to fit evolving needs, enhancing efficiency and user satisfaction. switching to notifi is smooth and straightforward, with dedicated support to help you every step of the way. the platform is designed to be easy to use, so you don’t need to be a tech expert to navigate it. notifi is here to make your business run more efficiently, keep your customers happy, and help you grow. start your journey with notifi today at www.getnotifi.com and see the difference it can make.",,,field service management software,social media monitoring,42.85714285714286
notifier,notifiers,94.11764705882352,,github.com/liiight/notifiers,,,a one stop shop for all notification providers with a unified and simple interface.,,social media monitoring,"queueing, messaging and background processing",32.35294117647059
nuance powerscribe,nuance powershare,85.71428571428572,,,,,,,other healthcare tech,patient portal and communication,30.188679245283023
numerik,numerix,85.71428571428572,numerik.io,,,"struggling to meet ambitious sales targets? numerik is the roadmap and rocket fuel that drives teams to smash through goals. we consolidate all sales capabilities so your reps have the data-driven insights and real-time visibility needed to excel in one intuitive mobile platform. by syncing live with your crm, numerik offers an engaging way to capture customer interactions while delivering up-to-the-second metrics and forecasts to inform strategic decisions. with in-the-moment coaching, your sellers are set up for peak performance. by eliminating manual reporting and streamlining workflows in an experience designed specifically for field sales needs, numerik allows you to focus teams on selling rather than jumping between platforms. target standout opportunities, adjust strategy on the fly, and ensure no revenue potential goes unseen. for sales leaders seeking to operationalize growth through empowered teams, numerik is the solution.",,,field sales software,financial risk management,35.55555555555555
nuro,nuron,88.88888888888889,,nlsbanking.com,,,"nls banking solutions is a leading global development and technology services company, delivering development consulting and systems integration to clients in the banking industry.",,business text messaging,financial services software,31.999999999999996
nutanix prism,nutanix prism pro,86.66666666666667,,,,,,,data science and machine learning,data science and machine learning,100.0
nvidia dgx,nvidia dgx-1,90.9090909090909,,,,,,,3d rendering,3d rendering,100.0
nvidia dgx,nvidia dgx-2,90.9090909090909,,,,,,,3d rendering,3d rendering,100.0
nvidia dgx-1,nvidia dgx-2,91.66666666666666,,,,,,,3d rendering,3d rendering,100.0
oauth,oauth2,90.9090909090909,,oauth.net/2,,,"it is an authorization framework that enables a third-party application to obtain limited access to an http service, either on behalf of a resource owner by orchestrating an approval interaction between the resource owner and the http service, or by allowing the third-party application to obtain access on its own behalf.",,identity and access management,identity and access management,100.0
objectiveli,objectivesql,86.95652173913044,,github.com/braisdom/ObjectiveSql,,,"it is an orm framework in java based on activerecord pattern, which encourages rapid development and clean, codes with the least and convention over configuration.",,productivity,programming framework,24.242424242424242
observe,observeit,87.5,observeinc.com,,,"observe is a saas observability product which enables sre and devops teams to investigate modern distributed applications 10x faster. observe ingests anything with a timestamp - logs, metrics, traces - and then structures that data to provide unique insights such as inventories of containers, pods, ec2 instances, s3 buckets etc as well as the relationships between them. this enables engineers to troubleshoot issues top down instead of immediately diving into logs and searching. observe also keeps track of the state of the application and infrastructure over time which is critical for investigating today's modern ephemeral systems. finally, because of observe's unique architecture, it is priced based on usage making it 10x lower cost than incumbent offerings.",,,monitoring software,data security and dlp,25.0
